,Year,Round,Seed 1,Seed 2,Team 1,Team 2,Wins 1,Wins 2,GP 1,GP 2,Offense 1,Offense 2,Defense 1,Defense 2,Win Pct 1,Win Pct 2,Score 1,Score 2,Winner
73,2021,R1,5,12,Creighton,UC Santa Barbara,20,22,28,26,77,76.5,68.3,62.8,71.4285714285714,84.6153846153846,63,62,Creighton
74,2021,R1,4,13,Virginia,Ohio,18,16,24,23,68.6,80.9,60.5,73.3,75,69.5652173913043,58,62,Ohio
75,2021,R1,6,11,USC,Drake,22,26,29,30,74.8,77.4,65.1,64.7,75.8620689655172,86.6666666666667,72,56,USC
76,2021,R1,3,14,Kansas,Eastern Washington,20,16,28,23,73.1,78,65.7,69.4,71.4285714285714,69.5652173913043,93,84,Kansas
77,2021,R1,2,15,Iowa,Grand Canyon,21,17,29,23,83.8,75.6,71.9,61.1,72.4137931034483,73.9130434782609,86,74,Iowa
78,2021,R1,1,16,Michigan,Texas Southern,20,17,24,25,76.2,74.8,65.4,69.7,83.3333333333333,68,82,66,Michigan
79,2021,R1,8,9,LSU,St. Bonaventure,18,16,27,20,82.1,70.5,75.3,60.4,66.6666666666667,80,76,61,LSU
80,2021,R1,5,12,Colorado,Georgetown,22,13,30,25,73,71.4,63.3,70.7,73.3333333333333,52,96,73,Colorado
81,2021,R1,4,13,Florida State,UNC Greensboro,16,21,22,29,78.9,73.6,70.3,67.4,72.7272727272727,72.4137931034483,64,54,Florida State
82,2021,R1,6,11,Brigham Young,UCLA,20,18,26,27,78.7,72.8,68.5,68.5,76.9230769230769,66.6666666666667,62,73,UCLA
83,2021,R1,3,14,Texas,Abilene Christian,19,23,26,27,75.2,77.6,68.8,60.5,73.0769230769231,85.1851851851852,52,53,Abilene Christian
84,2021,R1,7,10,UConn,Maryland,15,16,22,29,72.5,68.8,64.6,65,68.1818181818182,55.1724137931034,54,63,Maryland
85,2021,R1,2,15,Alabama,Iona,24,12,30,17,79.6,72.2,69.8,65.9,80,70.5882352941176,68,55,Alabama
86,2021,R1,1,16,Baylor,Hartford,22,15,24,23,84.4,65.9,66.4,63.3,91.6666666666667,65.2173913043478,79,55,Baylor
87,2021,R1,8,9,North Carolina,Wisconsin,18,17,28,29,75.7,69.6,69.4,64.3,64.2857142857143,58.6206896551724,62,85,Wisconsin
88,2021,R1,5,12,Villanova,Winthrop,16,23,22,24,75.5,79.5,67.1,66.8,72.7272727272727,95.8333333333333,73,63,Villanova
89,2021,R1,4,13,Purdue,North Texas,18,17,27,26,71.1,69.8,66.2,61.2,66.6666666666667,65.3846153846154,69,78,North Texas
90,2021,R1,6,11,Texas Tech,Utah State,17,20,27,28,73,73.3,63.4,62.2,62.962962962963,71.4285714285714,65,53,Texas Tech
91,2021,R1,3,14,Arkansas,Colgate,22,14,28,15,82.4,86.3,70.7,68.6,78.5714285714286,93.3333333333333,85,68,Arkansas
92,2021,R1,7,10,Florida,Virginia Tech,14,15,23,21,74,72.1,69.8,65.5,60.8695652173913,71.4285714285714,75,70,Florida
93,2021,R1,2,15,Ohio State,Oral Roberts,21,16,30,26,77.3,81.8,71,75.8,70,61.5384615384615,72,75,Oral Roberts
94,2021,R1,1,16,Illinois,Drexel,23,12,29,19,92.1,71.5,69.2,66.8,79.3103448275862,63.1578947368421,78,49,Illinois
95,2021,R1,8,9,Loyola-Chicago,Georgia Tech,24,17,28,25,71.5,75.5,55.5,70,85.7142857142857,68,71,60,Loyola-Chicago
96,2021,R1,5,12,Tennessee,Oregon State,18,17,26,29,72.5,70.7,63.2,68.3,69.2307692307692,58.6206896551724,56,70,Oregon State
97,2021,R1,4,13,Oklahoma State,Liberty,20,23,28,28,77.1,74.9,72.9,59.6,71.4285714285714,82.1428571428571,69,60,Oklahoma State
98,2021,R1,6,11,San Diego State,Syracuse,23,16,27,25,74.1,75.8,60.6,70.7,85.1851851851852,64,62,78,Syracuse
99,2021,R1,3,14,West Virginia,Morehead State,18,23,27,30,77.3,68.6,63.4,63.4,66.6666666666667,76.6666666666667,84,67,West Virginia
100,2021,R1,7,10,Clemson,Rutgers,16,15,23,26,65.3,70,62,68.2,69.5652173913043,57.6923076923077,56,60,Rutgers
101,2021,R1,2,15,Houston,Cleveland State,24,19,27,26,77.6,71.5,57.9,70.6,88.8888888888889,73.0769230769231,87,56,Houston
102,2021,R2,1,8,Gonzaga,Oklahoma,27,16,27,26,92.1,77.1,69.1,69.2,100,61.5384615384615,87,71,Gonzaga
103,2021,R2,5,13,Creighton,Ohio,21,17,29,24,77,80.9,68.3,73.3,72.4137931034483,70.8333333333333,72,58,Creighton
104,2021,R2,6,3,USC,Kansas,23,21,30,29,74.8,73.1,65.1,65.7,76.6666666666667,72.4137931034483,85,51,USC
105,2021,R2,7,2,Oregon,Iowa,20,22,26,30,74.4,83.8,67.4,71.9,76.9230769230769,73.3333333333333,95,80,Oregon
106,2021,R2,1,8,Michigan,LSU,21,19,25,28,76.2,82.1,65.4,75.3,84,67.8571428571429,86,78,Michigan
107,2021,R2,5,4,Colorado,Florida State,23,17,31,23,73,78.9,63.3,70.3,74.1935483870968,73.9130434782609,53,71,Florida State
108,2021,R2,11,14,UCLA,Abilene Christian,19,24,28,28,72.8,77.6,68.5,60.5,67.8571428571429,85.7142857142857,67,47,UCLA
109,2021,R2,10,2,Maryland,Alabama,25,17,31,30,79.6,68.8,69.8,65,80.6451612903226,56.6666666666667,77,96,Alabama
110,2021,R2,1,9,Baylor,Wisconsin,23,18,25,30,84.4,69.6,66.4,64.3,92,60,76,63,Baylor
111,2021,R2,5,13,Villanova,North Texas,17,18,23,27,75.5,69.8,67.1,61.2,73.9130434782609,66.6666666666667,84,61,Villanova
112,2021,R2,6,3,Texas Tech,Arkansas,18,23,28,29,73,82.4,63.4,70.7,64.2857142857143,79.3103448275862,66,68,Arkansas
113,2021,R2,7,15,Florida,Oral Roberts,15,17,24,27,74,81.8,69.8,75.8,62.5,62.962962962963,78,81,Oral Roberts
114,2021,R2,1,8,Illinois,Loyola-Chicago,24,25,30,29,92.1,71.5,69.2,55.5,80,86.2068965517241,58,71,Loyola-Chicago
115,2021,R2,12,4,Oregon State,Oklahoma State,18,21,30,29,70.7,77.1,68.3,72.9,60,72.4137931034483,80,70,Oregon State
116,2021,R2,11,3,Syracuse,West Virginia,17,19,26,28,75.8,77.3,70.7,63.4,65.3846153846154,67.8571428571429,75,72,Syracuse
117,2021,R2,10,2,Rutgers,Houston,16,25,27,28,70,77.6,68.2,57.9,59.2592592592593,89.2857142857143,60,63,Houston
118,2021,Sweet 16,1,5,Gonzaga,Creighton,28,22,28,30,92.1,77,69.1,68.3,100,73.3333333333333,83,65,Gonzaga
119,2021,Sweet 16,6,7,USC,Oregon,24,21,31,27,74.8,74.4,65.1,67.4,77.4193548387097,77.7777777777778,82,68,USC
120,2021,Sweet 16,1,4,Michigan,Florida State,22,18,26,24,76.2,78.9,65.4,70.3,84.6153846153846,75,76,58,Michigan
121,2021,Sweet 16,11,2,UCLA,Alabama,20,18,29,31,72.8,68.8,68.5,65,68.9655172413793,58.0645161290323,88,78,UCLA
122,2021,Sweet 16,1,5,Baylor,Villanova,24,18,26,24,84.4,75.5,66.4,67.1,92.3076923076923,75,62,51,Baylor
123,2021,Sweet 16,3,15,Arkansas,Oral Roberts,24,18,30,28,82.4,81.8,70.7,75.8,80,64.2857142857143,72,70,Arkansas
124,2021,Sweet 16,8,12,Loyola-Chicago,Oregon State,26,19,30,31,71.5,70.7,55.5,68.3,86.6666666666667,61.2903225806452,58,65,Oregon State
125,2021,Sweet 16,11,2,Syracuse,Houston,18,26,27,29,75.8,77.6,70.7,57.9,66.6666666666667,89.6551724137931,46,62,Houston
126,2021,Elite 8,1,6,Gonzaga,USC,29,25,29,32,92.1,74.8,69.1,65.1,100,78.125,85,66,Gonzaga
127,2021,Elite 8,1,11,Michigan,UCLA,23,21,27,30,76.2,72.8,65.4,68.5,85.1851851851852,70,49,51,UCLA
128,2021,Elite 8,1,3,Baylor,Arkansas,25,25,27,31,84.4,82.4,66.4,70.7,92.5925925925926,80.6451612903226,81,72,Baylor
129,2021,Elite 8,12,2,Oregon State,Houston,20,27,32,30,70.7,77.6,68.3,57.9,62.5,90,61,67,Houston
130,2021,Final 4,1,11,Gonzaga,UCLA,30,22,30,31,92.1,72.8,69.1,68.5,100,70.9677419354839,93,90,Gonzaga
131,2021,Final 4,1,2,Baylor,Houston,26,28,28,31,84.4,77.6,66.4,57.9,92.8571428571429,90.3225806451613,78,59,Baylor
132,2021,Championship,1,1,Gonzaga,Baylor,31,27,31,29,92.1,84.4,69.1,66.4,100,93.1034482758621,70,86,Baylor
133,2019,First Four,16,16,Fairleigh Dickinson,Prairie View,20,22,33,34,75.4,75,71.3,72.5,60.6060606060606,64.7058823529412,82,76,Fairleigh Dickinson
134,2019,First Four,11,11,Arizona State,St. John's,22,21,32,33,77.8,77.5,73.1,74.8,68.75,63.6363636363636,74,65,Arizona State
135,2019,First Four,16,16,North Dakota State,North Carolina Central,18,18,33,33,73.2,71.4,72.2,66.3,54.5454545454545,54.5454545454545,78,74,North Dakota State
136,2019,First Four,11,11,Belmont,Temple,26,23,31,32,87.4,74.8,73.9,71.2,83.8709677419355,71.875,81,70,Belmont
137,2019,R1,8,9,VCU,UCF,25,23,32,31,71.4,72.1,61.6,64.3,78.125,74.1935483870968,58,73,UCF
138,2019,R1,8,9,Utah State,Washington,28,26,34,34,79.1,69.8,66.8,64.4,82.3529411764706,76.4705882352941,61,78,Washington
139,2019,R1,5,12,Marquette,Murray State,24,27,33,31,77.7,83.3,69.1,67.8,72.7272727272727,87.0967741935484,64,83,Murray State
140,2019,R1,7,10,Nevada,Florida,29,19,33,34,80.7,68.3,66.6,63.6,87.8787878787879,55.8823529411765,61,70,Florida
141,2019,R1,3,14,Texas Tech,Northern Kentucky,26,26,32,34,80,79.1,59.3,68.8,81.25,76.4705882352941,72,57,Texas Tech
142,2019,R1,5,12,Wisconsin,Oregon,23,23,33,35,69.1,70.5,61.4,62.9,69.6969696969697,65.7142857142857,54,72,Oregon
143,2019,R1,3,14,LSU,Yale,26,22,32,29,81.4,81.1,73,73.2,81.25,75.8620689655172,79,74,LSU
144,2019,R1,6,11,Buffalo,Arizona State,31,23,34,32,84.9,77.8,70.5,73.1,91.1764705882353,71.875,91,74,Buffalo
145,2019,R1,3,14,Houston,Georgia State,31,24,34,33,75.6,77.1,61.2,72.9,91.1764705882353,72.7272727272727,84,55,Houston
146,2019,R1,8,9,Mississippi,Oklahoma,20,19,32,32,75.4,71.2,70.4,68.2,62.5,59.375,72,95,Oklahoma
147,2019,R1,7,10,Wofford,Seton Hall,29,20,33,33,83,73.9,65.6,71.4,87.8787878787879,60.6060606060606,84,68,Wofford
148,2019,R1,7,10,Louisville,Minnesota,20,21,33,34,74.5,70.8,67.8,69.2,60.6060606060606,61.7647058823529,76,86,Minnesota
149,2019,R1,3,14,Purdue,Old Dominion,23,26,32,34,76.2,66.2,66.8,60.9,71.875,76.4705882352941,61,48,Purdue
150,2019,R1,5,12,Auburn,New Mexico State,26,30,35,34,79.6,78.1,68.1,64.1,74.2857142857143,88.2352941176471,78,77,Auburn
151,2019,R1,7,10,Cincinnati,Iowa,28,22,34,33,71.7,78.3,62.2,73.6,82.3529411764706,66.6666666666667,72,79,Iowa
152,2019,R1,2,15,Tennessee,Colgate,29,24,34,34,81.8,75.8,68.6,70,85.2941176470588,70.5882352941176,77,70,Tennesse
153,2019,R1,8,9,Syracuse,Baylor,20,19,33,32,69.7,71.7,65.7,67.2,60.6060606060606,59.375,69,78,Baylor
154,2019,R1,4,13,Kansas State,UC Irvine,25,30,33,35,65.8,72.9,59.2,63.3,75.7575757575758,85.7142857142857,64,70,UC Irvine
155,2019,R1,6,11,Maryland,Belmont,22,27,32,32,71.3,87.4,65.1,73.9,68.75,84.375,79,77,Maryland
156,2019,R1,4,13,Virginia Tech,St. Louis,24,23,32,35,74,67.1,62.1,63.7,75,65.7142857142857,66,52,Virginia Tech
157,2019,R1,6,11,Villanova,St. Mary's,25,22,34,33,74.5,72.9,67.1,64.4,73.5294117647059,66.6666666666667,61,57,Villanova
158,2019,R1,4,13,Kansas,Northeastern,25,23,34,33,75.4,76.1,70.1,70.3,73.5294117647059,69.6969696969697,87,53,Kansas
159,2019,R1,1,16,Duke,North Dakota State,29,19,34,34,83.5,73.2,67.6,72.2,85.2941176470588,55.8823529411765,85,62,Duke
160,2019,R1,1,16,Gonzaga,Fairleigh Dickinson,30,21,33,34,88.8,75.4,65.1,71.3,90.9090909090909,61.7647058823529,87,49,Gonzaga
161,2019,R1,4,13,Florida State,Vermont,27,27,34,33,74.9,73.9,67.1,62.6,79.4117647058824,81.8181818181818,76,69,Florida State
162,2019,R1,1,16,Virginia,Gardner-Webb,29,23,32,34,71.8,78.3,55.1,70.5,90.625,67.6470588235294,71,56,Virginia
163,2019,R1,6,11,Iowa State,Ohio State,23,19,34,33,77.4,69.6,68.3,66.2,67.6470588235294,57.5757575757576,59,62,Ohio State
164,2019,R1,2,15,Michigan State,Bradley,28,20,34,34,78.8,66.6,65.5,65,82.3529411764706,58.8235294117647,76,65,Michigan State
165,2019,R1,1,16,North Carolina,Iona,27,17,33,32,86.1,76.8,72.9,75.6,81.8181818181818,53.125,88,73,North Carolina
166,2019,R1,2,15,Kentucky,Abilene Christian,27,27,33,33,76.7,74.5,65.4,63.1,81.8181818181818,81.8181818181818,79,44,Kentucky
167,2019,R1,2,15,Michigan,Montana,28,26,34,34,70.4,76.8,58.6,68.3,82.3529411764706,76.4705882352941,74,55,Michigan
168,2019,R1,5,12,Mississippi State,Liberty,23,28,33,34,77.3,74,70.1,60.8,69.6969696969697,82.3529411764706,76,80,Liberty
169,2019,R2,12,4,Murray State,Florida State,28,28,32,35,83.3,74.9,67.8,67.1,87.5,80,62,90,Florida State
170,2019,R2,6,3,Buffalo,Texas Tech,32,27,35,33,84.9,80,70.5,59.3,91.4285714285714,81.8181818181818,58,78,Texas Tech
171,2019,R2,6,3,Maryland,LSU,23,27,33,33,71.3,81.4,65.1,73,69.6969696969697,81.8181818181818,67,69,LSU
172,2019,R2,12,13,Oregon,UC Irvine,24,31,36,36,70.5,72.9,62.9,63.3,66.6666666666667,86.1111111111111,73,54,Oregon
173,2019,R2,10,2,Minnesota,Michigan State,22,29,35,35,70.8,78.8,69.2,65.5,62.8571428571429,82.8571428571429,50,70,Michigan State
174,2019,R2,11,3,Ohio State,Houston,20,32,34,35,69.6,75.6,66.2,61.2,58.8235294117647,91.4285714285714,59,74,Houston
175,2019,R2,10,2,Iowa,Tennessee,23,30,34,35,78.3,81.8,73.6,68.6,67.6470588235294,85.7142857142857,77,83,Tennessee
176,2019,R2,7,2,Wofford,Kentucky,30,28,34,34,83,76.7,65.6,65.4,88.2352941176471,82.3529411764706,56,62,Kentucky
177,2019,R2,6,3,Villanova,Purdue,26,24,35,33,74.5,76.2,67.1,66.8,74.2857142857143,72.7272727272727,61,87,Purdue
178,2019,R2,5,4,Auburn,Kansas,27,26,36,35,79.6,75.4,68.1,70.1,75,74.2857142857143,89,75,Auburn
179,2019,R2,12,4,Liberty,Virginia Tech,29,25,35,33,74,74,60.8,62.1,82.8571428571429,75.7575757575758,58,67,Virginia Tech
180,2019,R2,1,9,Duke,UCF,30,24,35,32,83.5,72.1,67.6,64.3,85.7142857142857,75,77,76,Duke
181,2019,R2,1,9,Gonzaga,Baylor,31,20,34,33,88.8,71.7,65.1,67.2,91.1764705882353,60.6060606060606,83,71,Gonzaga
182,2019,R2,1,9,North Carolina,Washington,28,27,34,35,86.1,69.8,72.9,64.4,82.3529411764706,77.1428571428571,81,59,North Carolina
183,2019,R2,10,2,Florida,Michigan,20,29,35,35,68.3,70.4,63.6,58.6,57.1428571428571,82.8571428571429,49,64,Michigan
184,2019,R2,1,9,Virginia,Oklahoma,30,20,33,33,71.8,71.2,55.1,68.2,90.9090909090909,60.6060606060606,63,51,Virginia
185,2019,Sweet 16,3,2,Texas Tech,Michigan,28,30,34,36,80,70.4,59.3,58.6,82.3529411764706,83.3333333333333,63,44,Texas Tech
186,2019,Sweet 16,3,2,LSU,Michigan State,28,30,34,36,81.4,78.8,73,65.5,82.3529411764706,83.3333333333333,63,80,Michigan State
187,2019,Sweet 16,3,2,Houston,Kentucky,33,29,36,35,75.6,76.7,61.2,65.4,91.6666666666667,82.8571428571429,58,62,Kentucky
188,2019,Sweet 16,3,2,Purdue,Tennessee,25,31,34,36,76.2,81.8,66.8,68.6,73.5294117647059,86.1111111111111,99,94,Purdue
189,2019,Sweet 16,1,4,Duke,Virginia Tech,31,26,36,34,83.5,74,67.6,62.1,86.1111111111111,76.4705882352941,75,73,Duke
190,2019,Sweet 16,1,4,Gonzaga,Florida State,32,29,35,36,88.8,74.9,65.1,67.1,91.4285714285714,80.5555555555556,72,58,Gonzaga
191,2019,Sweet 16,1,12,Virginia,Oregon,31,25,34,37,71.8,70.5,55.1,62.9,91.1764705882353,67.5675675675676,53,49,Virginia
192,2019,Sweet 16,1,5,North Carolina,Auburn,29,28,35,37,86.1,79.6,72.9,68.1,82.8571428571429,75.6756756756757,80,97,Auburn
